protein	log2FC	p-val
sp|P11446|ARGC_ECOLI	0.475	0.0002332
sp|P02413|RL15_ECOLI	0.765	7.665e-09
sp|P0AEG4|DSBA_ECOLI	0.331	0.01
sp|P0ADT8|YGIM_ECOLI	-0.298	0.04
sp|P39377|IADA_ECOLI	-0.216	0.309
sp|P62399|RL5_ECOLI	0.193	0.025
sp|P18956|GGT_ECOLI	-0.449	0.003
sp|P0ABA4|ATPD_ECOLI	0.637	1.26e-06
sp|P68679|RS21_ECOLI	-0.092	0.383
sp|P0A968|CSPD_ECOLI	0.308	0.346
sp|P0AED9|DCM_ECOLI	-0.621	0.025
sp|P0A7D4|PURA_ECOLI	0.271	4.023e-05
sp|P0AC02|BAMD_ECOLI	-0.016	0.91
sp|P0A9Q9|DHAS_ECOLI	0.359	0.0001229
sp|P60472|UPPS_ECOLI	-0.53	0.116
sp|P0AAG3|GLTL_ECOLI	0.053	1.0
sp|P31828|PQQL_ECOLI	0.059	0.928
sp|P0A7U7|RS20_ECOLI	-0.138	0.575
sp|P77485|CUSS_ECOLI	0.986	0.0008708
sp|P00946|MANA_ECOLI	-0.597	1.499e-07
sp|P0A881|TRPR_ECOLI	-0.697	0.008
sp|P0A800|RPOZ_ECOLI	-0.161	0.218
sp|P0A8A4|PSRP_ECOLI	-0.663	1.655e-05
