protein	log2FC	p-val
sp|P0A877|TRPA_ECOLI	-0.4	1.014e-08
sp|P0A8P8|XERD_ECOLI	0.503	0.182
sp|P45464|LPOA_ECOLI	0.002	0.554
sp|P76149|SAD_ECOLI	0.435	0.004
sp|P17993|UBIG_ECOLI	0.275	0.007
sp|P62615|ISPE_ECOLI	0.933	2.132e-08
sp|P77806|YBDL_ECOLI	-0.345	0.012
sp|P52097|TILS_ECOLI	0.262	0.239
sp|P16700|CYSP_ECOLI	0.196	0.003
sp|P00888|AROF_ECOLI	0.223	0.327
sp|P0AFH8|OSMY_ECOLI	-0.081	0.109
sp|P0A935|MLTA_ECOLI	-0.232	0.093
sp|P75876|RLMI_ECOLI	-0.286	0.074
sp|P12996|BIOB_ECOLI	-0.952	1.051e-11
sp|P0AAE0|CYCA_ECOLI	1.916	2.436e-10
sp|P0AC75|KDTA_ECOLI	-0.033	0.883
